document_id	document_title	sentence_idx	text	types_event	subtypes_event	types_event_unq	subtypes_event_unq	token_cnt	event_cnt	dataset	labels
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	23	Meanwhile , the iPhone upgrade cycle is another catalyst investors should n't miss .	[]	[]	[]	[]	14	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	24	Research firm Bernstein forecasts that 203 million iPhone users will be ready to upgrade to a new device next year , and that ' s where the 7s and 7s Plus models could come into play .	[]	[]	[]	[]	37	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	25	A $ 1,000 iPhone might not bring in the volume for Apple , as it might alienate existing customers who are more accustomed to the $ 649 base price .	[]	[]	[]	[]	30	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	26	So it would be doing the right thing by launching two relatively cheaper models that can help it compete effectively against the new Samsung Galaxy S8 and push volume , while the more expensive flagship could help bring in more dough .	['Product/Service']	['Product/Service.Launch']	['Product/Service']	['Product/Service.Launch']	42	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	27	China could weigh on the iPhone 8 ' s success	[]	[]	[]	[]	10	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	28	Apple ' s existing user base and the developed markets are definitely going to be a catalyst for the next set of iPhones , but it remains to be seen if the company can make a comeback in China .	[]	[]	[]	[]	40	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	29	Even if Apple comes out with a highly innovative device that captures the imagination of the Chinese customers , its success is n't guaranteed , since Huawei , Oppo , and Vivo are strong players in the country .	['Product/Service', 'Macroeconomics']	['Product/Service.Launch', 'Macroeconomics.None']	['Product/Service', 'Macroeconomics']	['Macroeconomics.None', 'Product/Service.Launch']	39	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	30	For instance , Huawei had close to 50,000 retail locations last year , with a huge majority spread across China .	[]	[]	[]	[]	21	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	31	Oppo , on the other hand , has 200,000 retail locations in the country .	[]	[]	[]	[]	15	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	32	Both of these companies have resorted to offering substantial incentives to retailers and distributors , creating a positive impact on sales .	[]	[]	[]	[]	22	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	33	Apple , meanwhile , has just 40 stores in China and some estimates are that 40 % of smartphone sales in China are done in a physical store .	[]	[]	[]	[]	29	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	34	Apple ' s weak access to the Chinese smartphone market could be a constraint for the upcoming set of iPhones , apart from the premium pricing , so Apple might not be able to gain significant ground against its Chinese rivals even if it launches a cutting-edge device .	['Macroeconomics', 'Macroeconomics']	['Macroeconomics.None', 'Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	49	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
aapl03	aapl03_will-the-iphone-8-help-apple-boost-its-market-share.txt	35	Investors should n't bet on a resounding success for the upcoming iPhone generation , unless Apple finds a way to move more units in its second-largest market .	[]	[]	[]	[]	28	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	0	Three Reasons Apple ' s Shares Took A Drubbing	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	9	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	1	There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them .	['SecurityValue', 'Macroeconomics']	['SecurityValue.Decrease_SecurityValue', 'Macroeconomics.None']	['Macroeconomics', 'SecurityValue']	['Macroeconomics.None', 'SecurityValue.Decrease_SecurityValue']	20	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	2	Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % .	['SecurityValue', 'SecurityValue']	['SecurityValue.Decrease_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	15	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	3	It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks .	['Macroeconomics']	['Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	23	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	4	Being the largest market cap stock is one reason since it means the stock has very good liquidity .	['Macroeconomics']	['Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	19	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	5	If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position .	[]	[]	[]	[]	31	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	6	New iPhones could be at a disadvantage	[]	[]	[]	[]	7	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	7	Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s .	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	['SecurityValue']	['SecurityValue.Decrease_SecurityValue']	46	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	8	So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition .	[]	[]	[]	[]	28	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	9	Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments .	['Legal']	['Legal.Proceeding']	['Legal']	['Legal.Proceeding']	23	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	10	This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product .	[]	[]	[]	[]	23	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	11	Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive .	[]	[]	[]	[]	33	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	12	Bullish analyst had some weak numbers	[]	[]	[]	[]	6	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	13	Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple .	[]	[]	[]	[]	27	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	14	He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years .	['SecurityValue', 'SecurityValue', 'SecurityValue', 'SecurityValue']	['SecurityValue.Increase_SecurityValue', 'SecurityValue.Stable_SecurityValue', 'SecurityValue.Decrease_SecurityValue', 'SecurityValue.Increase_SecurityValue']	['SecurityValue']	['SecurityValue.Stable_SecurityValue', 'SecurityValue.Increase_SecurityValue', 'SecurityValue.Decrease_SecurityValue']	52	4	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	15	Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple .	[]	[]	[]	[]	42	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl04	aapl04_three-reasons-apple-s-shares-took-a-drubbing.txt	16	So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results .	[]	[]	[]	[]	32	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	0	Did Apple Just Make Best Buy a Better Buy ?	['Rating']	['Rating.Upgrade']	['Rating']	['Rating.Upgrade']	10	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	1	Best Buy was left for dead in the wake of the move to e-commerce , but it has defied its detractors and is now a go-to place for broken iPhone screens .	[]	[]	[]	[]	32	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	2	Things are looking up .	[]	[]	[]	[]	5	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	3	The ubiquitous nature of the Apple Inc . ' s iPhone is well known , with more than a billion sold worldwide .	['SalesVolume']	['SalesVolume.None']	['SalesVolume']	['SalesVolume.None']	23	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	4	If you need to get your cracked screen repaired , however , your options become much more limited .	[]	[]	[]	[]	19	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	5	The best option is an Apple retail store , which will provide authorized repairs , but these come with increasingly long waits .	['Product/Service']	['Product/Service.None']	['Product/Service']	['Product/Service.None']	23	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	6	You can mail your phone to Apple , but that process can take days or even weeks .	[]	[]	[]	[]	18	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	7	You can also take your chances with a mom-and-pop shop , or the kiosk at the mall , but if the vendor damages the phone , it can void your warranty .	[]	[]	[]	[]	32	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	8	These options leave a lot to be desired .	[]	[]	[]	[]	9	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	9	A report by Reuters reveals that iPhone owners will soon have a new option to repair their damaged phone .	['Product/Service']	['Product/Service.Launch']	['Product/Service']	['Product/Service.Launch']	20	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	10	Apple will be deploying its renowned Horizon repair machine to 400 partner repair centers in 25 countries .	['Facility']	['Facility.Open']	['Facility']	['Facility.Open']	18	1	silver	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	11	The machine was largely the thing of rumor and legend until recently , and Apple had not even acknowledged its existence until now .	[]	[]	[]	[]	24	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	12	One of the first partners to receive the machines will be big-box electronics store and longtime Apple partner Best Buy Co . , Inc . .	['Deal']	['Deal.None']	['Deal']	['Deal.None']	26	1	silver	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	13	Best Buy has been leveraging its partnership with Apple .	['Deal']	['Deal.None']	['Deal']	['Deal.None']	10	1	silver	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	14	BBY or BFF ?	[]	[]	[]	[]	4	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	15	Best Buy has long leveraged its connections to Apple to gain competitive advantage , and this move will add to its resume .	['Deal']	['Deal.None']	['Deal']	['Deal.None']	23	1	silver	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	16	Two years ago , the company redesigned the majority of its locations with its store-within-a-store concept , highlighting Apple products and featuring Apple-approved displays .	[]	[]	[]	[]	25	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	17	It was also the first non-Apple retailer to offer the Apple Watch upon its release .	['Product/Service']	['Product/Service.Launch']	['Product/Service']	['Product/Service.Launch']	16	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	18	Best Buy ' s position as an Apple Authorized Service Provider and a seller of Apple Care and Apple Care + gives consumers another venue for all things Apple - - and it also accepts Apple Pay .	[]	[]	[]	[]	38	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	19	Having the Horizon machine and adding screen repair to its repertoire will give consumers yet another reason to visit its stores .	['Product/Service']	['Product/Service.Launch']	['Product/Service']	['Product/Service.Launch']	22	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	20	For several years , Best Buy has battled the perception that it is n't long for this world .	[]	[]	[]	[]	19	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	21	Competition from online retailer Amazon.com , Inc . led to the demise of big-box electronics store Circuit City in 2009 , and hhgregg earlier this year .	['Macroeconomics', 'Macroeconomics']	['Macroeconomics.None', 'Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	27	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	22	The advent of e-commerce led to the phenomenon of showrooming , the practice of window-shopping and trying out products in a physical store before buying them for a lower price online .	[]	[]	[]	[]	32	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	23	Back from the dead	[]	[]	[]	[]	4	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	24	Best Buy fought back by reinventing itself in the face of adversity .	[]	[]	[]	[]	13	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	25	It matched Amazon ' s and other competitors ' prices , offered same-day pickup at its stores for online orders , and invested heavily in its e-commerce capabilities .	['Macroeconomics', 'Product/Service', 'Investment']	['Macroeconomics.None', 'Product/Service.Launch', 'Investment.None']	['Product/Service', 'Investment', 'Macroeconomics']	['Macroeconomics.None', 'Investment.None', 'Product/Service.Launch']	29	3	silver	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	26	Best Buy states that 70 % of the U.S . population lives within 15 minutes of one of its stores , and half of all online orders are now picked up or shipped from a store .	[]	[]	[]	[]	37	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	27	In its most recent quarter , Best Buy reported a better-than-expected 1.6 % revenue increase over the prior-year quarter , but the headline was the nearly 23 % increase in online sales year over year .	['Revenue', 'SalesVolume']	['Revenue.Increase_Revenue', 'SalesVolume.Increase_SalesVolume']	['SalesVolume', 'Revenue']	['SalesVolume.Increase_SalesVolume', 'Revenue.Increase_Revenue']	36	2	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	28	Eliminating a one-time settlement that occurred in the prior-year quarter , earnings per share grew 40 % .	['Revenue']	['Revenue.Increase_Revenue']	['Revenue']	['Revenue.Increase_Revenue']	18	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	29	Investors were pleased , and the stock jumped 21 % on the news to an all-time high .	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	['SecurityValue']	['SecurityValue.Increase_SecurityValue']	18	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	30	The company has also moved to reduce its share count , announcing a new $ 5 billion share-repurchase authorization , with $ 3 billion expected to be completed over the next two years .	[]	[]	[]	[]	34	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	31	Best Buy is back from the dead .	[]	[]	[]	[]	8	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	32	Ulterior motives ?	[]	[]	[]	[]	3	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	33	Apple ' s move may not be completely altruistic , as a number of states have been considering ` ` right to repair ' ' legislation .	[]	[]	[]	[]	27	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	34	Bills have been introduced in New York , Massachusetts , Tennessee , Illinois , Minnesota , Nebraska , Kansas , and Wyoming that would require Apple and others to publish repair manuals and sell diagnostic software , tools , and spare parts to consumers and independent repair shops , something it does n't do now .	['Macroeconomics']	['Macroeconomics.None']	['Macroeconomics']	['Macroeconomics.None']	56	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	35	Apple has opposed these efforts , arguing that it would expose proprietary technology and trade secrets , making it easier for hackers to access personal information .	[]	[]	[]	[]	27	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	36	Apple also asserts that this is the only way the company can control the quality of the repairs .	[]	[]	[]	[]	19	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	37	Opponents argue that by controlling the technology , Apple can charge much more for repairs than independent shops .	[]	[]	[]	[]	19	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	38	In any case , this recent move is a win-win for consumers and for Best Buy .	[]	[]	[]	[]	17	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	39	Best Buy a better buy ?	['Rating']	['Rating.Upgrade']	['Rating']	['Rating.Upgrade']	6	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	40	Things are certainly looking up for the electronics retailer .	[]	[]	[]	[]	10	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	41	It recently increased its guidance , expecting to grow revenue by 2.5 % for 2017 .	['Revenue']	['Revenue.Increase_Revenue']	['Revenue']	['Revenue.Increase_Revenue']	16	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	42	The move by Apple to include Best Buy in the distribution plan for its Horizon machines gives iPhone owners just one more reason to shop there .	[]	[]	[]	[]	27	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	43	Best Buy has pulled off what many thought impossible , and the reports of its death have been greatly exaggerated .	[]	[]	[]	[]	21	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl05	aapl05_did-apple-just-make-best-buy-a-better-buy.txt	44	Its turnaround has been nothing short of spectacular , and it ' s in a better position now than it has been in years .	[]	[]	[]	[]	25	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl06	aapl06_apple-aims-to-get-an-ipad-in-the-hands-of-every-hospital-patient.txt	0	Apple aims to get an iPad in the hands of every hospital patient	[]	[]	[]	[]	13	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl06	aapl06_apple-aims-to-get-an-ipad-in-the-hands-of-every-hospital-patient.txt	1	Apple has made great strides in health in the last few years and if it gets its way , there will be an iPad in the hands of every hospital patient .	['CSR/Brand']	['CSR/Brand.None']	['CSR/Brand']	['CSR/Brand.None']	32	1	silver	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl06	aapl06_apple-aims-to-get-an-ipad-in-the-hands-of-every-hospital-patient.txt	2	It ' s already started with a smattering of hospitals around the U.S . including Jacobs Medical Center at UC San Diego , MetroSouth Medical Center in Chicago and about a year ago at Cedars-Sinai in Los Angeles .	[]	[]	[]	[]	39	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl06	aapl06_apple-aims-to-get-an-ipad-in-the-hands-of-every-hospital-patient.txt	3	Earlier this week , I went down to L.A . to take a tour of Cedars-Sinai ` s pilot program allowing patients direct access to their vitals , care team and educational tools through iPads .	[]	[]	[]	[]	36	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl06	aapl06_apple-aims-to-get-an-ipad-in-the-hands-of-every-hospital-patient.txt	4	Doctors are already adept at using mobile devices and many have been using iPads in their practices for a number of years now , but allowing patient ' s access to their own information is still a novel idea in the medical world .	[]	[]	[]	[]	44	0	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aapl06	aapl06_apple-aims-to-get-an-ipad-in-the-hands-of-every-hospital-patient.txt	5	Cedars has been somewhat ahead of the curve with the creation of its EHR software My CS-Link , which allows patients to look up their information online , including notes from their doctor .	['Product/Service']	['Product/Service.Launch']	['Product/Service']	['Product/Service.Launch']	34	1	silver	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
